Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Pune,2004,77757,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,3.5,Toyota,FS B2
Kochi,2016,21456,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.55,Hyundai,Sportz
Bangalore,2009,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75,Skoda,1.9 TDI AT Ambiente
Mumbai,2015,37000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.25,Hyundai,Asta Option 1.2
Coimbatore,2013,108640,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29,BMW,Series 2003-2012 530d Highline
Mumbai,2016,38000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99,BMW,Series 320d M Sport
Pune,2010,80000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.79,Chevrolet,1.4 LT ABS BSIV
Mumbai,2011,47000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,13.9,Mercedes-Benz,2009-2013 E250 CDI Elegance
Kolkata,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95,Audi,2011-2015 2.0 TDI Premium Plus
Kolkata,2014,40000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.49,Maruti,R LXI BS IV
Jaipur,2016,4152,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.15,Renault,RXT
Mumbai,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.45,Volkswagen,1.5 TDI Highline
Ahmedabad,2013,55000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.25,Volkswagen,Diesel Comfortline 1.2L
Hyderabad,2014,58500,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,Maruti,800 LXI
Kochi,2017,58620,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.14,Hyundai,Asta Option 1.2
Mumbai,2012,29605,Petrol,Manual,First,18.3,1197.0,,5.0,2.44,Toyota,Liva G
Jaipur,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,3.5,Hyundai,1.2 Sportz
Chennai,2017,12000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3,Hyundai,1.4 Asta
Kolkata,2014,25000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.75,Maruti,R LXI Optional
Bangalore,2017,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,8.2,Hyundai,1.4 Asta Option
Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51,Volkswagen,GT TSI
Pune,2015,92000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25,Ford,Diesel Titanium
Coimbatore,2014,33372,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.21,Maruti,ZXI
Kochi,2016,52625,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58,Hyundai,i10 CRDi Magna
Chennai,2016,215000,Diesel,Manual,First,14.02,2179.0,118.3,7.0,7.5,Mahindra,H4
Delhi,2012,65537,CNG,Manual,First,11.5369,796.0,38.4,5.0,2.1,Maruti,Green LXi (CNG)
Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09,Hyundai,Magna 1.1
Mumbai,2014,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,10.75,Skoda,Elegance 2.0 TDI AT
Mumbai,2014,47000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,41.5,BMW,2014-2019 xDrive 30d Design Pure Experience 7 Seater
Hyderabad,2014,33450,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.4,Maruti,VXI AT
Jaipur,2013,125000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.25,Volkswagen,Diesel Comfortline
Pune,2011,99606,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,10.5,BMW,Series 320d Highline
Mumbai,2014,64000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.25,Maruti,ZDI
Hyderabad,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2,Ford,Diesel ZXI
Mumbai,2014,57000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95,Volkswagen,1.2 MPI Highline
Coimbatore,2009,48040,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,12.07,Audi,3.0 TDI quattro
Pune,2017,43200,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.6,Toyota,Crysta 2.4 ZX MT
Delhi,2013,66000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,5.7,Hyundai,1.6 CRDi EX AT
Kolkata,2013,31000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.75,Hyundai,Xing GL Plus
Delhi,2011,46000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,10.99,Audi,2.0 TDI
Kolkata,2012,47346,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5,Audi,2.0 TDI
Jaipur,2009,100000,Diesel,Manual,First,17.0,1896.0,105.0,5.0,3.11,Skoda,1.9 TDI MT Ambiente
Coimbatore,2015,63856,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,13.96,Honda,2.0L 2WD AT
Coimbatore,2015,72996,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.11,Hyundai,1.6 SX CRDi (O)
Chennai,2014,23000,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.9,Honda,RS i DTEC
Coimbatore,2018,15985,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.77,Hyundai,1.2 Asta Option
Kolkata,2011,98000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.5,Toyota,2.5 G (Diesel) 7 Seater BS IV
Hyderabad,2014,70089,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35,Hyundai,Magna 1.2
Chennai,2011,99000,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,4.5,Mahindra,VLX BS IV
Jaipur,2014,72000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.75,Volkswagen,1.5 TDI Comfortline
Coimbatore,2015,44194,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.8,Jaguar,2.2 Litre Luxury
Mumbai,2005,102000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.7,Maruti,LXi - BS III
Coimbatore,2018,56652,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29,Mercedes-Benz,Facelift
Mumbai,2010,41650,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.99,Toyota,3.0 Diesel
Coimbatore,2015,61717,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.57,Hyundai,i10 AT Asta
Jaipur,2018,25302,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9,Hyundai,1.2 CRDi S
Coimbatore,2016,47016,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43,Hyundai,1.6 VTVT S
Bangalore,2010,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9,Hyundai,Sportz
Delhi,2016,32700,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68,Honda,S MT
Coimbatore,2015,101337,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67,Toyota,4x2 AT
Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5,Audi,2.0 TDI Multitronic
Kochi,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92,Toyota,Crysta 2.8 ZX AT
Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75,Honda,i DTEC VX
Kochi,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96,Honda,i DTEC VX
Jaipur,2017,63262,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.25,Renault,1.0 RXT Optional
Hyderabad,2018,5456,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.65,Maruti,DDiS ZDI Plus
Pune,2017,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0,Maruti,VXI Optional AMT
Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5,Mahindra,W8 2WD
Jaipur,2010,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6,Hyundai,Magna
Kochi,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41,Hyundai,Magna 1.1
Kolkata,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7,Maruti,VXI
Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5,Maruti,Vitara AT
Kolkata,2012,7000,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,35.0,Audi,40 TFSI
Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75,Mercedes-Benz,C-Class C 200 CGI
Mumbai,2013,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25,Nissan,2011-2014 Diesel XV
Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2,Maruti,R LXI
Bangalore,2014,25789,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,6.85,Maruti,Dzire ZDI
Delhi,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5,Honda,S i-Dtech
Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55,Maruti,ZDI
Hyderabad,2010,95637,CNG,Manual,Second,5.675999999999999,1495.0,93.7,5.0,1.9,Hyundai,Executive CNG
Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6,Mahindra,LX 2.6 Turbo
Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8,Mercedes-Benz,E250 CDI Avantgrade
Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5,Toyota,4x2 Manual
Bangalore,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66,Datsun,T Option
Delhi,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75,Honda,V MT
Pune,2018,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,32.0,Toyota,Hybrid
Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07,Honda,i DTec V
Kochi,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64,Volkswagen,2012-2014 2.0L TDI Trendline
Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99,Audi,2011-2015 2.0 TDI
Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5,Maruti,VDI
Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0,Mercedes-Benz,C-Class C 220 CDI Style
Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85,Maruti,Dzire Vdi BSIV
Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35,Renault,110PS Diesel RxZ Pack
Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3,Maruti,VDi
Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0,Maruti,Dzire VXI
Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46,Maruti,ZDi
Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75,Hyundai,Sportz
Kochi,2003,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,1.52,Maruti,VXI BSII
Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.61,Maruti,7 Seater Standard
Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,43.74,Audi,30 TDI quattro Premium
Chennai,2014,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,20.0,Audi,2.0 TDI
Pune,2008,103000,Diesel,Automatic,Second,,799.0,,2.0,3.0,Smart,CDI AT
Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65,Maruti,Dzire VDi
Mumbai,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,5.25,Tata,DX
Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,58.0,BMW,2014-2019 xDrive 30d Design Pure Experience 7 Seater
Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65,Honda,i-VTEC CVT VX
Delhi,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5,Tata,eCS eLX BS IV
Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75,Volkswagen,TSI
Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15,Maruti,VXI
Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85,Toyota,3.0 Diesel
Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,5.53,Mitsubishi,2.4
Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5,Volkswagen,2007-2011 1.9 Highline TDI
Hyderabad,2010,10000,Petrol,Manual,First,9.0,3436.0,,2.0,40.0,Porsche,2009-2012 S
Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25,Hyundai,1.6 CRDi SX
Pune,2011,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,2.29,Skoda,1.2 MPI Ambiente Petrol
Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0,Ford,1.5 TDCi Titanium
Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,1.65,Maruti,Estilo 1.1 LXI BSIII
Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25,Maruti,1.4 Delta
Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14,Mercedes-Benz,C-Class C 200 Avantgarde Edition C
Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5,Honda,SX i-VTEC
Kolkata,2012,60000,Diesel,Manual,First,23.59,1364.0,,5.0,2.95,Toyota,GD
Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75,Renault,85PS Diesel RxL
Hyderabad,2012,72000,LPG,Manual,First,14.148,998.0,58.2,5.0,2.85,Maruti,R LXI LPG BSIV
Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1,Volkswagen,Petrol Highline 1.2L
Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55,Hyundai,1.6 SX Plus Diesel
Kolkata,2012,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.5,Jaguar,Diesel
Mumbai,2017,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,Jeep,2.0 Limited 4X4
Kochi,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72,Land Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic
Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,Maruti,Alpha Diesel
Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5,Maruti,ZDi SHVS
Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15,Maruti,Vxi BSIII
Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44,Hyundai,CRDi SX
Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49,Mitsubishi,Sport 4X4
Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48,Volkswagen,1.2 MPI Comfortline
Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2,Maruti,VXi
Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2,Hyundai,CRDi SX
Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8,Maruti,Dzire Tour LDI
Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,5.83,Mahindra,100 mFALCON D75 K6
Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39,Toyota,Crysta 2.4 ZX MT
Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85,Maruti,Delta 1.2
Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21,Honda,VX Diesel
Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65,Hyundai,1.2 Asta
Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7,Hyundai,Sportz Diesel
Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0,Mercedes-Benz,C-Class C 220d Avantgarde Edition C
Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85,Hyundai,1.2 Kappa Base
Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93,Hyundai,i10 AT Asta
Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6,Maruti,800 VXI
Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89,Chevrolet,Hatchback 1.2 LS
Mumbai,2018,8682,Diesel,Automatic,First,,1950.0,194.0,5.0,39.5,Mercedes-Benz,Progressive C 220d
Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0,Skoda,Elegance 1.8 TSI AT
Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,Audi,2.0 TDI
Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9.45,Toyota,2.5 G (Diesel) 7 Seater BS IV
Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,28.25,Mercedes-Benz,200 CDI Sport
Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.8,Hyundai,Era
Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.4,Maruti,Dzire VXi
Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25,Skoda,1.5 TDI AT Ambition
Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6,Maruti,VDi
Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,1.2,Hyundai,GLS 1.6
Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94,Honda,SX i-VTEC
Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,Maruti,R LXI
Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8,Volkswagen,Diesel Comfortline 1.2L
Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.15,Ford,2.2 Trend AT 4X2
Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.3,Hyundai,1.2 Sportz
Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4,Chevrolet,Diesel PS
Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0,Honda,2010-2013 1.8 V MT
Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti,R VXI BS IV
Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09,Skoda,1.6 MPI Ambition Plus
Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,1.05,Maruti,Vxi - BSIII
Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0,Ford,1.5 TDCi Titanium
Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.5,Hyundai,GLE
Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.5,BMW,Series 520d Luxury Line
Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti,K10 2010-2014 VXI
Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,17.75,Audi,2012-2015 2.0 TDI Quattro Premium Plus
Mumbai,2008,64226,LPG,Manual,First,9.342,1061.0,57.5,5.0,1.45,Maruti,R LXI DUO BSIII
Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.45,Toyota,H4
Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8,Volvo,D5
Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85,Honda,1.5 VX i DTEC
Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9,Maruti,1.3 Alpha
Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15,Maruti,VXI BSIV
Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,16.56,Mercedes-Benz,C-Class C 220 CDI Avantgarde
Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.65,Maruti,R VXI Minor
Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,16.0,Mercedes-Benz,Class A180 Sport
Pune,2008,93000,Petrol,Manual,First,,1086.0,62.0,5.0,1.45,Hyundai,Xing GL
Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8.08,Maruti,Dzire AMT ZDI
Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.5,Hyundai,i10 AT Asta
Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,4.3,Nissan,2011-2014 XV Special Edition
Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.6,Maruti,Lxi
Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45,Renault,RXT Optional
Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37,Hyundai,1.6 SX VTVT (O) AT
Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.75,Maruti,R LXI Minor
Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.5,BMW,Series 320d Sport Line
Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.0,BMW,Series 2003-2012 520d
Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8,Tata,CS eVX
Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2,Hyundai,Sportz 1.4 CRDi
Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,3.8,Maruti,E MPI STD BS IV
Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.1,Maruti,ZDi
Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65,Ford,Signature Edition Diesel
Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15,Honda,VX AT
Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,Toyota,Crysta 2.4 GX MT
Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,4.3,Mahindra,2.6 LX
Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25,Hyundai,1.2 Magna
Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75,Hyundai,1.6 SX
Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4,Mahindra,W6 2WD
Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39,Volkswagen,1.5 TDI Comfortline
Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8.51,Maruti,Dzire VDI Optional
Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85,Tata,Aura Safire BS IV
Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,2.5,Maruti,VDI
Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.75,Volkswagen,Diesel Highline 1.2L
Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5,Honda,1.5 V MT
Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai,Asta (o) 1.4 CRDi (Diesel)
Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33,Honda,1.5 V MT
Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.47,Chevrolet,Diesel
Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,3.3,Chevrolet,1.0 LS
Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,3.5,Tata,Safari DICOR 2.2 EX 4x2
Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,38.75,Mercedes-Benz,350 CDI Blue Efficiency
Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,7.99,BMW,Series 2003-2012 530d Highline
Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.28,Toyota,2.8 4WD MT
Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,9.5,BMW,sDrive 18i
Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,14.01,Renault,1.5 Diesel Platine Mono
Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.99,Hyundai,1.1 CRDi S
Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,11.0,BMW,Series 320d
Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,11.0,BMW,Series 2010-2013 525i
Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2.3,Nissan,XE
Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.5,Jaguar,2.2 Litre Luxury
Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,67.0,Land Rover,Range Rover TDV8 (Diesel)
Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,17.75,Jeep,1.4 Limited Option
Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,4.8,Honda,2.4 AT
Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.57,Maruti,VXI
Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.5,Hyundai,1.1 CRDi S
Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.61,Nissan,XV Premium 110 PS
Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,25.0,Audi,35 TDI Technology
Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.88,Hyundai,i10 Asta Option
Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.5,Toyota,2.5 G (Diesel) 8 Seater
